ID,Title,Instructors,Rating,Level,URL,Duration,Description,Practice Questions,Is Paid,Price (VND)
5689786,Open FAIR Part 1 Certification: Practice Exam Questions,Essential,4.5555553,All Levels,https://www.udemy.com/course/open-fair-part-1-certification-practice-exam-questions/,400 questions,The types of questions you will see on the exam; Which exam topics you need to spend more time studying; How close you are to being ready for the exam,400,True,"1,770,000"
5475838,820-605 CSM Cisco Customer Success Manager Practice Test,Xhulja,4.5,All Levels,https://www.udemy.com/course/820-605-csm-cisco-customer-success-manager-practice-test/,351 questions,Industry insights and best practices for successful customer success management; How to create and execute effective success plans; Techniques to overcome barriers in customer success management,351,True,"1,500,000"
6231285,PCAD Python Data Analytics Associate Practice Test,BIBHAB,4.25,All Levels,https://www.udemy.com/course/pcad-python-data-analytics-associate-practice-test/,270 questions,"Master Python programming for data analytics and visualization using Pandas, NumPy, and Matplotlib; Learn effective data cleaning, transformation, and preparation techniques for real-world datasets; Understand machine learning basics and apply algorithms like linear regression and k-means clustering",270,True,"419,000"
5455180,2 Hrs AI Crash Course: A Comprehensive Course on chatGPT 4,Magine Solutions,4.5478725,All Levels,https://www.udemy.com/course/chatgpt4-ai/,3 total hours,"Understanding AI and Chatbots: Gain a broad understanding of AI and chatbots and their real-world applications.; Prompt Engineering: Understand the art of prompt engineering to get desired outputs from a GPT model.; Summarizing Content: Use GPT to summarize lengthy text content such as articles, blogs, and even YouTube videos.",0,True,"1,390,000"
6232025,Practice Tests | C_SAC_2415 SAP Analytics Cloud,L,4.5263157,All Levels,https://www.udemy.com/course/practice-tests-c_sac_2415-sap-analytics-cloud/,121 questions,"Individuals preparing for the SAP Certified Application Associate - SAP Analytics Cloud; SAP Analytics Cloud professionals who want to improve their understanding of the platform and test their knowledge; For anyone who want to take their career, and salary, to a whole new level with an SAP Analytics Cloud certification!",121,True,"1,510,000"
6115997,Everyday Generative AI,Fractal,4.4041095,Beginner Level,https://www.udemy.com/course/everyday-generative-ai-fractal/,1.5 total hours,Analyze the potential of generative AI in enhancing organizational efficiency by identifying real-world applications.; Evaluate ethical considerations in GenAI projects to determine best practices for responsible deployment.; Compare and contrast various generative models to determine their suitability for different types of data generation tasks.,0,True,"1,140,000"
5350254,Facing Cyber Threats: 7  Consequences and 11 Myths  Exposed,Prabh Kirpa,4.05,Intermediate Level,https://www.udemy.com/course/7-consequences-of-cyber-attacks-11-cyber-security-myths/,1 total hour,What are some common consequences of a cyber attack?; What are the common cyber threats?; What are the various dangerous cybersecurity myths?,0,True,"249,000"
4367910,The Best Phishing Awareness Training Video for Employees!,Rosemarie,4.5,All Levels,https://www.udemy.com/course/the-best-phishing-awareness-training-video-for-employees/,2 total hours,Types of phishing attacks and how to protect yourself; How to detect a fake email even if it is a well-crafted phishing email; How to help protect your organization against ransomware,0,True,"1,530,000"
5748544,AI Regulations and Frameworks Crash Course - 2025,Taimur,4.32,All Levels,https://www.udemy.com/course/ai-regulations-and-frameworks-crash-course-2024/,2 total hours,What are AI Regulations and Frameworks ?; What are the key risks of AI and how regulations help to mitigate them ?; What is ISO 42001 AI Management System ?,0,True,"459,000"
1070860,Networking Fundamentals - Cisco CCNA,Sam,4.34,Beginner Level,https://www.udemy.com/course/network-fundamentals/,6.5 total hours,"COURSE FULLY UPDATED AS OF 11/2/2020; Access 6+  hours of training, over 31 videos, and MORE! For a life time.; All info is up-to-date and easy to follow",0,True,"979,000"
2293669,How Web Hackers Make BIG MONEY: Remote Code Execution,Dawid,4.4,All Levels,https://www.udemy.com/course/how-web-hackers-make-big-money-remote-code-execution/,1 total hour,Learn how hackers earn a 5-digit reward per single RCE (Remote Code Execution); Explore different types of RCE attacks; Discover how to find these RCEs step-by-step in practice (DEMOS),0,True,"1,010,000"
2793310,Salesforce Certified Nonprofit Cloud Consultant-PracticeTest,Gaurav,3.5,All Levels,https://www.udemy.com/course/salesforce-certified-nonprofit-cloud-consultant-practice-tests/,180 questions,This course consists of 3 full length Practice Tests for Salesforce Certified Nonprofit Cloud Consultant certification. The students would get to test their knowledge acquired through Trailmixes and other course material.,180,True,"819,000"
2639184,Your Ultimate Guide To UiPath RPA Development!,R,4.03,All Levels,https://www.udemy.com/course/the-ultimate-guide-to-uipath-rpa-development/,11.5 total hours,"Design, develop and deploy UiPath Robotic Process Automation(RPA) Software Robots; Analyze processes that are best fit for RPA(Robotic Process Automation); Master StudioX (new tool for non technical professionals to build automations)",0,True,"1,100,000"
5743584,"Modern Data Analyst: SQL, Python & ChatGPT for Data Analysis",Frank; Cristopher Kevin,4.37,All Levels,https://www.udemy.com/course/modern-data-analyst-sql-python-chatgpt-for-data-analysis/,20.5 total hours,"Learn SQL to create queries and work with databases; Learn Python to collect data, explore data and make visualizations; How to use ChatGPT for data analysis",0,True,"1,080,000"
3829498,live Streaming IPTV Business,Valley,4.04,Beginner Level,https://www.udemy.com/course/live-streaming-iptv-business/,2.5 total hours,Build live streaming iptv business; How to Install and set Xtream UI; Payment method,0,True,"479,000"
3911536,Essentials of IP Addressing (IPv4),Dhananjay,4.67,Beginner Level,https://www.udemy.com/course/concepts-of-ip-addressing/,2 total hours,1. IP Addressing A Historical Retrospective and Tribute to the Pioneers; 2. Demystifying Home Networks A Quick Dive into IP Address Concept; 3. MAC Addresses The Foundation Before IP Addresses,0,True,"1,800,000"
5800280,VMware VCP Datacenter 2V0-21.23 Practice Test 100 questions,Rick,4.47,Intermediate Level,https://www.udemy.com/course/vmwarevcp8/,100 questions,Key topics covered on the VMware VCP Datacenter 2V0-21.23 exam; Detailed explanations and links to vSphere documentation for all questions; Timining and wording that mimics the real exam,100,True,"1,520,000"
3634170,AWS System Operations Associate Certification Crash Course,Digital Crest,4.41,Beginner Level,https://www.udemy.com/course/aws-system-operations-associate-certification-crash-course/,14.5 total hours,"The services and features that are covered on the Certified Sysops Associate exam; How to implement highly available systems, and the tradeoffs associated with these choices; Where automation can be applied to improve the overall quality of infrastructure",0,True,"1,040,000"
4594586,Deep Dive Successfactor  Employee Central-Version1,SAP,3.94,All Levels,https://www.udemy.com/course/deep-dive-successfactor-employee-central/,48 total hours,Better Understanding of Employee Central concepts; Better understanding of different data models; Better understanding of  working in XML,0,True,"119,000"
4329740,Learn AKKA Actors with JAVA,Bora,4.637931,Beginner Level,https://www.udemy.com/course/learn-akka-actors-with-java-quick-and-dirty/,5 total hours,AKKA actor development with Java; Concurrent and multithreaded applications development with AKKA; AKKA supervision strategies (failure supervison),0,True,"1,300,000"
2073348,"Host WordPress 5 sites,  Linux LAMP Stack  and AWS Lightsail",Troy,4.5142856,Beginner Level,https://www.udemy.com/course/wordpress-on-lamp/,5 total hours,Linux Commands; LAMP Stack; Amazon Web Services (AWS) Lightsail,0,True,"769,000"
2345762,Apache Spark Core and Structured Streaming 3.0 In-Depth,Amit,4.49,All Levels,https://www.udemy.com/course/apache-spark-core-30-in-depth/,14 total hours,Strong focus on the practicality by getting into hands-on mode with plentiful of examples; Develop in-depth understanding of the underlying concepts the core of Apache Spark; Know the ways to get the best performance from Spark in production,0,True,"1,750,000"
2349662,Terraform Beginner to Advanced - Using Google Cloud Platform,DevOps Made,4.57,All Levels,https://www.udemy.com/course/terraform-beginner-to-advanced-using-google-cloud-platform/,2.5 total hours,Learn the core Terraform skills needed for DevOps proffesionals.; Be able to demonstrate your understanding of Terraform to future employers.; Gain an understanding of real world examples of how to use Terraform from within the workplace.,0,True,"1,040,000"
5192928,Practice Tests DP-420 Microsoft Azure Cosmos DB Exam,Gulab Chand,4.609375,All Levels,https://www.udemy.com/course/dp-420-microsoft-azure-cosmos-db-exam/,143 questions,Able to understand DP-420 Exam; Get to know what kind of question asked in exam; learn new concepts by solving question,143,True,"1,880,000"
5843432,AWS Glue : A Comprehensive Guide for Beginners,Lal Verma,4.59,Intermediate Level,https://www.udemy.com/course/aws-glue-a-comprehensive-guide-for-beginners/,6 total hours,"Data Catalog and Preparation - Tables, Crawlers, Classifiers, Partitions, Column Statistics; Supported Data Stores, Glue Connections; Building ETL Jobs - Visual Editor",0,True,"349,000"
1173514,Subnetting IPv4 The Easy Way,Phillip,4.397059,Beginner Level,https://www.udemy.com/course/subnetting-ipv4-the-easy-way/,1 total hour,Subnetting the Subnet Mask; Subnetting IPv4 Groups and Departments; Applying subnetting Rules,0,True,"1,650,000"
5859846,Infrastructure Automation with OpenTofu – Hands-On DevOps,Yogesh; Thinknyx; Deepthi,4.576923,All Levels,https://www.udemy.com/course/infrastructure-automation-with-opentofu-hands-on-devops/,7.5 total hours,"Introduction to OpenTofu; Getting Started with OpenTofu and OpenTofu Configuration Language; OpenTofu Providers, Resource Types, Input and Output variables, Provisioners",0,True,"1,180,000"
957902,Java Programming Interview Guide : 200+ Questions & Answers,in28Minutes,4.562176,Beginner Level,https://www.udemy.com/course/java-interview-questions-and-answers/,6 total hours,"You will understand what kind of questions are asked in Beginner Java Interviews; You will be able to Answer questions on Java Platform, Wrapper Classes and Strings; You will be able to quickly revise all Your Java Concepts with Awesome Examples",0,True,"459,000"
4035124,Cisco WAN to SD-WAN Migration POC,Ratnesh K -,4.590909,All Levels,https://www.udemy.com/course/abc-of-iwan-to-cisco-sd-wan-migration/,12 total hours,"This document is intended for use by network engineers engaged in the architecture, planning, design, and  implementation of migrating (IWAN) to Cisco SD-WAN .; The recommendations in this  document should be used as a foundation for migrating any existing IWAN to Cisco SD-WAN architecture.; Basics of iWAN operations",0,True,"1,480,000"
5365660,The Complete LPI Web Development Essentials Exam Study Guide,David,4.6829267,Beginner Level,https://www.udemy.com/course/complete-lpi-web-development-essentials-exam-study-guide/,2 total hours,"Cover all the objectives for the LPI Web Development Essentials certification and be ready to take the exam; Understand the principles of software development and learn to build with HTML, CSS, JavaScript, Node js, and SQL; Be able to build responsive and interactive websites incorporating media resources, data integrations, and user inputs",25,True,"1,170,000"
4462424,Embedded Systems and Operating System Development,Victor,4.22,Beginner Level,https://www.udemy.com/course/create-your-own-embedded-operating-system/,12.5 total hours,"Learn how to build an embedded system from the ground up on the bench. This will give you a great insight into the target platform, but is not mandatory; Learn how to program a microcontroller from scratch by setting up wiring, clocking, connecting the programmer, and flashing binary applications to the chip; Get a deep insight into what an operating system is, when you need one, and how it works on embedded platforms",0,True,"519,000"
6426305,Essential HTML & CSS for Beginners: Quick Start Guide,Nasser,4.7910447,All Levels,https://www.udemy.com/course/essential-html-css-for-beginners-quick-start-guide/,4.5 total hours,Essential HTML & CSS learning for beginners in a short time.; Learn essential CSS concepts to style web pages effectively.; Understand the fundamental structure of client-side and server-side.,0,True,"1,700,000"
728226,Searching in Linux: Regular Expressions for Beginners,Andrei,4.23,Beginner Level,https://www.udemy.com/course/searching-in-linux-regular-expressions-for-beginners/,1 total hour,"Find any file on a Linux filesystem; Use regular expressions in able to select files containing matching patterns.; Master the find, locate and grep commands",0,True,"629,000"
2101436,"Learn Linux, Web and WordPress Security With BitNinja",Gabriel,4.88,All Levels,https://www.udemy.com/course/learn-server-security-with-bitninja/,5 total hours,"We will start with an overview of a Wordpress Attack. We will sca a website hosted on Wordpress and exploit its vulnerabilities.; We will talk then about proactive protection mechanisms such as IP Reputation, Port Honeypots, Web Honeypots, DoS Detection and WAF Modules.; We will continue with reactive protection mechanisms such as Malware Detection, Outbound WAF and we will see bitninja-cli capabilities.",0,True,"1,020,000"
1354246,IIS 10 Fundamentals with Powershell and GUI,Vitalii,4.57,Beginner Level,https://www.udemy.com/course/web-server-iis-10-fundamentals-with-powershell-and-gui/,3.5 total hours,Install the Web Server role using Server Manager; Install the Web Server role using Powershell; Configure IIS role services such as HTTP,0,True,"449,000"
2658246,Red Hat OpenStack Administration I,Mostafa,3.96,All Levels,https://www.udemy.com/course/red-hat-openstack-administration-i/,2.5 total hours,"Configuring Red Hat OpenStack Platform Horizon web interface and CLI.; Launch an instance.; Manage projects, quotas, and users.",0,True,"499,000"
4050958,Introduction to Programming: C/C++,Daniel,4.36,All Levels,https://www.udemy.com/course/introduction-to-programming-c-cpp/,11 total hours,Programming Fundamentals; C Programming; C++ Programming,0,True,"1,720,000"
5622116,Learn VHDL and FPGA Development,Your FPGA Guy,4.12,All Levels,https://www.udemy.com/course/learn-vhdl-and-fpga-development/,15 total hours,Understand the VHDL design and development process; Learn how to implement designs using VHDL development tools; Become familiar with the various FPGA development tools available,0,True,"1,190,000"
4071302,Salesforce - 100 Interview Questions - Zero to Hero,Himanshu,4.11,All Levels,https://www.udemy.com/course/100-salesforce-interview-questions/,44 total mins,100 interesting Salesforce Interview Questions: Beginner to Advanced that will help you prepare for Salesforce Interviews; Important topics in Salesforce often asked in Interviews; Course takers will get 100 exclusively picked questions that will strengthen their Salesforce concepts on different areas,0,True,"429,000"
6006430,UNOFFICIAL Network Defender (CND) Course for Success,Kareem,4.3,All Levels,https://www.udemy.com/course/network-defender-training-cnd-312-38/,1.5 total hours,"Get a solid understanding of the fundamental concepts of network security.; Learn about protecting digital infrastructures, the principles of confidentiality, integrity, and availability, and the various components of network security.; Explore to identify and understand different types of network threats and vulnerabilities.",0,True,"1,410,000"
3613356,1Z0-1060-22: Oracle Accounting Hub Cloud 2022 Impl Essential,IT Master,4.29,All Levels,https://www.udemy.com/course/1z0-1060-20-oracle-accounting-hub-cloud-2020-impl-essential/,60 questions,Anyone preparing for 1Z0-1060-22: Oracle Financials Cloud: Oracle Accounting Hub Cloud 2022 Implementation Essentials; 1Z0-1060-22; Oracle Financials Cloud: Oracle Accounting Hub Cloud 2022 Implementation Essentials,60,True,"1,060,000"
6002528,OWASP API Security Top 10 latest standards,Basics,4.41,All Levels,https://www.udemy.com/course/owasp-api-security-top-10-latest-2023-standards/,3 total hours,"Developers: Software and web developers who want to integrate robust security measures into their API development process.; Engineering Managers: Managers overseeing development teams, looking to ensure that best security practices are followed; System Architects: Professionals responsible for designing secure and scalable system architectures",0,True,"349,000"
5930542,Hands-On DevSecOps: Secure CI/CD with Jenkins on AWS,Shikhar,4.54,Intermediate Level,https://www.udemy.com/course/devsecops-with-sast-sca-dast/,5 total hours,Integrate SAST using Sonarcloud (SAAS) in DevSecOps; Integrate SAST using SonarQube in DevSecOps; Integrate SCA scan using Snyk in Jenkins Pipeline,0,True,"1,870,000"
4784954,Practical Python for Dummies Beginner to Advance Course,Obify,4.35,Beginner Level,https://www.udemy.com/course/practical-python-for-dummies-beginner-to-advance-course/,2.5 total hours,"You will learn to install Python and Python Development Environment; You will learn about Variables, Naming Conventions, Data Types; You will learn about Loops, Conditional Statements",0,True,"1,390,000"
6054373,"Beginner to Advanced SAP BTP, CAPM, BAS Course [Part-1]",BTPcoders,4.48,All Levels,https://www.udemy.com/course/sap-capm-advanced-course-bas-jul-2024-part-1/,6 total hours,Working on Cloud Application Programming; 6 hours duration of this Part 1 of the course; Using SAP BTP and Business Application Studio Tool for CAP development,0,True,"1,310,000"
787220,Introduction to Encryption - Terminology and Technology,Frank,4.06,Beginner Level,https://www.udemy.com/course/introduction-to-encryption-terminology-and-technology/,42 total mins,Understand technical terms and current technologies; Evaluate what encryption means and provides; Make technology choices with practice-orientation,0,True,"929,000"
5165752,AWS Solutions Architect - Associate (SAA-C03) Practice Tests,Aieman,4.75,Intermediate Level,https://www.udemy.com/course/aws-solutions-architect-associate-saa-c03-practice-tests-m/,200 questions,Certification Domain 1: Design Secure Architectures; Certification Domain 2: Design Resilient Architectures; Certification Domain 3: Design High-Performing Architectures,200,True,"889,000"
6107295,AWS Certified Cloud Practitioner Practice Exams CLF-C02,CloudMe,4.4444447,Beginner Level,https://www.udemy.com/course/aws-certified-cloud-practitioner-practice-exams-clf-c02-x/,390 questions,Understand the fundamental concepts of AWS Cloud; Familiarize with the AWS Certified Cloud Practitioner exam format; Expliquer les principes de sécurité et de conformité dans AWS,390,True,"1,030,000"
1080858,IT Contracting Master Class,Chris,4.546875,Expert Level,https://www.udemy.com/course/it-contracting-master-class/,3 total hours,Find contracts; Impress with CVs; Win interviews,0,True,"1,750,000"
6478393,Practice Exams: Nutanix Certified Associate 6.5 & 6.10 (NCA),Ebrahim,4.590909,All Levels,https://www.udemy.com/course/practice-nutanix-nca-610-exam/,188 questions,Describe Nutanix Fundamental Concepts; Explain Virtual Infrastructure Administration; Describe Nutanix Solutions,188,True,"1,370,000"
5945032,Mastering Citrix Provisioning Services ( PVS ),Naresh,4.5185184,Intermediate Level,https://www.udemy.com/course/mastering-citrix-provisioning-services-pvs/,10 total hours,Understand Provisioning Services  architecture and communication.; How to install and configure a  Provisioning Services farm.; How to deploy Provisioning  Services target devices for use with  Citrix Virtual Apps and Desktops  Delivery Agents.,0,True,"1,730,000"
2010088,Mastering Iterative Object-oriented Development in C#,Zoran,4.58,Intermediate Level,https://www.udemy.com/course/principles-of-emergent-object-oriented-design/,4.5 total hours,"How to create effective object models even in the most complex projects; How to write code iteratively, in very small chunks; How to produce clean and extensible code",0,True,"1,640,000"
6551149,[2025] ISTQB Foundation Level (CTFL) v4.0.1 100% PASS Course,Manish,4.5833335,All Levels,https://www.udemy.com/course/istqb-foundation-100-pass-course/,4.5 total hours,Have a thorough understanding of fundamental software testing concepts; Be ready to sit the ISTQB CTFL v4.0.1 exam with confidence; Gain practical knowledge that you can apply immediately in testing projects,60,True,"1,250,000"
2436262,The Complete Splunk Enterprise Certified Admin Course,Adam,4.486111,All Levels,https://www.udemy.com/course/bestsplunkcourse/,4 total hours,Prepare for the Splunk Enterprise 9.x Certified Admin exam!; Learn how to deploy Splunk in different environments and with different architectures; Understand how Splunk license management works,56,True,"679,000"
4102698,Learn InertiaJs using Laravel and Vue,Saurabh,4.5689654,Beginner Level,https://www.udemy.com/course/learn-inertiajs-using-laravel-and-vue/,4 total hours,"Learn to build a SPA using Laravel, Vue, Inertial and Tailwind (VILT); Learn how to Integrate InertiaJs with Laravel",0,True,"529,000"
5272938,Complete MPLS Traffic Engineering Training with Arash Deljoo,Arash,4.489362,All Levels,https://www.udemy.com/course/complete-teaching-of-mpls-traffic-engineering-by-arashdeljoo/,29.5 total hours,MPLS-TE Fundamental; MPLS-TE Basic Configuration and Verification; MPLS-TE Explicit Tunnel [ OSPF ],0,True,"1,680,000"
3795420,ROS2 Robotics Developer Course - Using ROS2 In Python,Raymond,4.55,All Levels,https://www.udemy.com/course/ros2-robotics-developer-course-using-ros2-in-python/,8.5 total hours,Learn about the tools available in the ROS2 Framework; Learn how to use the new ROS2 Client Library to develop code for robots in Python; Learn about Robotics Simulation Tools to create virtual Robotic environments,0,True,"1,570,000"
5618972,Microsoft Sentinel,Christopher,4.5375586,All Levels,https://www.udemy.com/course/microsoft-sentinel-from-zero-to-hero/,10 total hours,Learn Sentinel in Depth; Discover how to deploy and manage Sentinel; Learn how to utilize Cyber Threat Intelligence in Sentinel,0,True,"1,930,000"
5464188,E_HANAAW_18 SAP Certified Specialist - ABAP for SAP HANA 2.0,Ritesh,4.5,All Levels,https://www.udemy.com/course/e_hanaaw_18-sap-certified-specialist-abap-for-sap-hana-20/,80 questions,100% Guarantee to pass : E_HANAAW_18 ABAP for SAP HANA 2.0; Learn more about SAP ABAP for SAP HANA 2.0; Prepare student for certification exam,80,True,"1,520,000"
5546714,6 FULL Certified in Cybersecurity (CC) tests #7-12 ISC2 2025,Thor; ThorTeaches.com,4.56,Beginner Level,https://www.udemy.com/course/isc2-certified-in-cybersecurity-cc-tests2/,600 questions,"Help you pass the CC certification exam.; Prepare for in-demand Cyber Security entry level certifications like Certified in Cybersecurity (CC), CSX-P, or ITCA.; Test your knowledge in Cyber Security",600,True,"1,780,000"
4879144,Learn Ethical Hacking & Build Python Attack & Defense Tools,Mark,4.5,All Levels,https://www.udemy.com/course/learn-ethical-hacking-build-python-attack-defense-tools/,5 total hours,"Intercept network traffic & modify it on the fly.; Learn ethical hacking, its fields & the different types of hackers.; Develop Python Hacking tools for Offense",0,True,"1,050,000"
6581717,Amazon Bedrock AI Agents - Masterclass,Paulo,4.5384617,Intermediate Level,https://www.udemy.com/course/amazon-bedrock-ai-agents/,2 total hours,"Hands-on walkthroughs using the AWS Bedrock Console and APIs; Integration with Knowledge Bases, tools, and external APIs; Deploy a full Agentic Workflow and expose to a Client App",0,True,"1,860,000"
5613490,AWS Certified Database - Specialty Practice Tests  | DBS-C01,"Code Smart Learning,",4.6944447,All Levels,https://www.udemy.com/course/aws-certified-database-specialty-practice-tests-dbs-c01/,130 questions,"Prepare for the AWS Certified Database - Specialty exam DBS-C01 and validate your knowledge of AWS database services and expertise in using database technology.; Take 2 full-length AWS Certified Database Specialty practice exams with over 120 unique practice questions to get a complete idea of the AWS Certified Database; Students will learn about the different AWS database services and their features, including Amazon Relational Database Service (RDS), Amazon Aurora etc.",130,True,"99,000"
5710796,5G Core Design Principles,Honey,4.4555554,Intermediate Level,https://www.udemy.com/course/5g-core-design-principles/,3.5 total hours,"By the end of this course, participants would get the detailed understanding of 5G core concepts; This course includes including Non Standalone, Standalone core, Service based concepts, AMF , SMF and NRF concept with user registration; This course includes 5G core concepts like PDU session flows with traces , SMF and UPF interaction over PFCP protocol and handover flow between 5G & EPC Network",0,True,"1,210,000"
5962322,Pure C++ 20 - raw & unfiltered,Umar,4.571429,Intermediate Level,https://www.udemy.com/course/purecpp20/,12.5 total hours,Learn about the new C++20 language standard features; Migrate existing C++ codebase to C++20; Use coroutines to write concurrent code,0,True,"549,000"
4861330,Intro to NEW Acrobat Pro - Everything you need to know!,David,4.558712,Beginner Level,https://www.udemy.com/course/intro-to-acrobat-pro-dc-everything-you-need-to-know/,3 total hours,"How to convert Word, Excel and Office documents to PDFs; How to create PDFs from multiple files and file types including images, Word, other PDFs and more; How to create PDF Portfolios",0,True,"329,000"
5119752,Kubernetes for beginners with AWS EKS examples,Michal,4.59,Beginner Level,https://www.udemy.com/course/kubernetes-for-beginners-with-aws-examples/,13.5 total hours,Understanding Kubernetes for application developers; Understanding containerization and Docker; Installing and using Kubernetes in local PC and in public cloud,0,True,"189,000"
5687920,Power BI Fast Track - From Zero to Hero in 210 Minutes,Navin,4.53,Beginner Level,https://www.udemy.com/course/complete-power-bi-practical-masterclass-beginner-advanced-course/,3.5 total hours,"Jumpstart your Power BI journey from basics to advanced in just 210 minutes, gaining essential skills efficiently; Learn Power BI with a Practical customized project teaching you with 50+ Learning Topics; Master the art of building dynamic and interactive reports and dashboards using Power BI",0,True,"499,000"
5648606,CompTIA IT Fundamentals ITF+ (FCO-U61) Practice Exam Prep 25,C,4.5,Beginner Level,https://www.udemy.com/course/comptia-it-fundamentals-itf-fco-u61-exam-preparation/,328 questions,You will be confident enough to take the CompTIA IT Fundamentals ITF+ Certification exam and pass the exam at First attempt.; You'll have a clear understanding of which CompTIA IT Fundamentals ITF+ Certification exam domains you need to study.; You'll feel confident taking the CompTIA ITF+ Certification exam knowing these practice tests have prepared you for what you will see on the actual exam.,328,True,"1,850,000"
2529094,Mastering AWS: A Complete Guide to Cloud Computing in 2025,Shikhar,4.56,Beginner Level,https://www.udemy.com/course/aws-certified-solutions-architect-associate-aws/,18 total hours,"Introduction AWS Cloud Computing; Deployment Models of Cloud - Public, Private, Hybrid & Community; Service Models of Cloud - IaaS, PaaS, SaaS",0,True,"419,000"
5910360,Microsoft DP-500 : Azure Enterprise Data Analyst Associate,Haseeb,4.181818,All Levels,https://www.udemy.com/course/microsoft-dp-500-azure-enterprise-data-analyst-associate/,153 questions,Understand the role of an Azure Enterprise Data Analyst Associate.; Explore the key concepts of Azure data analytics solutions.; Learn to design and implement Azure data storage solutions.,153,True,"1,000,000"
5342110,Cisco FirePower (FTD) Firewall Training - Part 1/2,ZB Networks Course for IT Pros,4.67,Intermediate Level,https://www.udemy.com/course/cisco-firepower-ftd-firewall-training-2023-part-12/,16 total hours,Securing Networks with Cisco Firepower; Initializing a Cisco Firepower; Configuring and Managing a Cisco FTD,0,True,"1,240,000"
5589720,Ethical Hacking: Blockchain & Smart Contract Security 2025,Makongue Tobbo Gilles,4.54,All Levels,https://www.udemy.com/course/blockchain-and-smart-contract-security-hacking-audit/,6 total hours,Understand Network and Consensus and Smart Contract vulnerabilities; Understand smart contract attacks Vector in depth Theory with Practical implementation; Identify Smart contract vulnerabilities in a given Smart contract,0,True,"1,380,000"
6307329,Mastering ChatGPT Prompt Engineering: Beginner to Advanced,Chetan,4.29,All Levels,https://www.udemy.com/course/mastering-chatgpt-prompt-engineering-beginner-to-advanced/,9 total hours,"Master Prompt Patterns: Communicate effectively with AI using powerful prompt patterns for clear and engaging interactions.; Enhance Precision with Prompts: Use the Question Refinement Pattern to create precise, effective prompts for better AI responses.; Automate Business Processes: Learn how to automate 15+ workflows using AI to streamline your business operations.",0,True,"1,390,000"
921800,Physical Computing with Scratch using Raspberry Pi,Venkatesh; Kamesh,4.19,Intermediate Level,https://www.udemy.com/course/physical-computing-with-scratch-using-raspberry-pi/,3 total hours,Control the Raspberry Pi GPIO pins using Scratch; Receive input from the Raspberry Pi GPIO pins using Scratch; Create IoT application through ScratchGPIO with Python to send notification to your mail,0,True,"1,120,000"
195002,Cisco CCNP MPLS,Sam,4.14,Beginner Level,https://www.udemy.com/course/networkingstepbystep-mpls/,1.5 total hours,"COURSE FULLY UPDATED AS OF 11/3/2020; 2+ hours of training, and 15+ Video lectures, containing crucial Need-To-Know info!; FREE course updates!",0,True,"429,000"
1950652,pfSense for Beginners: Setup and Configure your own firewall,Abhilash,4.27,All Levels,https://www.udemy.com/course/pfsense-for-dummies-setup-and-configure-your-own-firewall/,4 total hours,Be an expert in configuring firewall for your organization.; give you complete familiarity with firewall setup and configuration; Live demo and actual labs,0,True,"1,470,000"
2112218,"Learning AWS AppSync with Amplify, AWS CLI,  IOS and Swift",Lyju,4.09,All Levels,https://www.udemy.com/course/aws-amplify-framework-with-ios-and-swift/,7.5 total hours,To build IOS apps using AWS amplify framework and swift; AWS CLI and Amplify framework; Use graphQL to manage AWS resources,0,True,"1,860,000"
1384046,RHCE Practice Exam,Fidel,3.94,Intermediate Level,https://www.udemy.com/course/practice-rhce7/,5 total hours,This is just a practice exam; At the end you will be ready to take the RHCE Exam; I will continue updating the course posting new videos by objectives,0,True,"499,000"
4913012,Master Course of Amazon Connect (101 Level),Dr. José Prabhu,3.97,All Levels,https://www.udemy.com/course/aws-amazon-connect/,1 total hour,Explain the importance of Amazon Connect in modern customer service strategies.; Identify and describe the key features of Amazon Connect.; Assess the capabilities of Amazon Connect for enhancing customer interactions.,0,True,"879,000"
4775584,SC-200 : Microsoft Security Operations Analyst Practice Test,Anuradha,3.73,All Levels,https://www.udemy.com/course/sc-200-microsoft-security-operations-analyst-practice-test/,270 questions,Testing exam skill under real exam simulation and experience; Get ready to pass SC-200 exam; Anyone who are preparing for SC-200,270,True,"209,000"
6000564,"IT Service Management (ITSM), Processes and Templates",Dr. Amar,4.32,All Levels,https://www.udemy.com/course/it-service-management-itsm-processes-and-templates/,3 total hours,Understand ITSM fundamentals and best practices; Learn to implement ITSM processes effectively; Use templates to streamline ITSM tasks and processes,0,True,"599,000"
5326566,Most Updated Microsoft Azure AZ-900 Practice Tests - APR '24,OneWorld,3.78,Beginner Level,https://www.udemy.com/course/microsoft-azure-az-900-exam-ready-practice-tests-2023/,429 questions,"Evaluate your current knowledge of Azure fundamentals, including cloud concepts, Azure services, security, privacy, compliance, and pricing.; Become familiar with the exam's format, timing, and question types, giving you an edge on exam day.; Identify areas where you need to improve your knowledge and focus your preparation efforts for the AZ-900 exam.",429,True,"259,000"
4522660,Building Complete IoT Solution with ESP32 and AWS,Veebar,4.24,Beginner Level,https://www.udemy.com/course/iot-solution-with-esp32-and-aws/,4.5 total hours,Develop complete IoT solution; Build ESP32-based electronic sensors; Register and build Amazon Web Service (AWS),0,True,"949,000"
