title,organization,skill_names,rating,level,type,duration,number_of_reviews,url,price
Prepare for DP-100: Data Science on Microsoft Azure Exam,Microsoft," Machine Learning, Microsoft Azure, Machine Learning Algorithms, Algorithms, Applied Machine Learning, Data Analysis, Human Learning, Machine Learning Software, Python Programming",4.6,Intermediate , Course , 1 - 3 Months,35,https://www.coursera.org/courses/prepare-for-dp100-data-science-on-microsoft-azure-exam,"519,000"
Executive Data Science Capstone,Johns Hopkins University," Data Analysis, Data Management, Leadership and Management",4.7,Mixed , Course , 1 - 4 Weeks,1500,https://www.coursera.org/courses/executive-data-science-capstone,"1,870,000"
Advanced Linear Models for Data Science 2: Statistical Linear Models,Johns Hopkins University," General Statistics, Probability & Statistics, Linear Algebra, Mathematics, Algebra, Regression",4.5,Advanced , Course , 1 - 4 Weeks,92,https://www.coursera.org/courses/advanced-linear-models-for-data-science-2-statistical-linear-models,"1,080,000"
Data Science Fundamentals for Data Analysts,Databricks," Data Analysis, Data Science, Machine Learning",4.2,Intermediate , Course , 1 - 3 Months,51,https://www.coursera.org/courses/data-science-fundamentals-for-data-analysts,"479,000"
Data Science Project: MATLAB for the Real World,MathWorks," Data Analysis, Machine Learning, Data Science, Matlab",4.8,Intermediate , Course , 1 - 4 Weeks,24,https://www.coursera.org/courses/data-science-project-matlab-for-the-real-world,"429,000"
Data Science Capstone,Johns Hopkins University," Data Analysis, Natural Language Processing, R Programming, Exploratory Data Analysis, Human Learning, Machine Learning, Machine Learning Algorithms, Problem Solving, Statistical Machine Learning, Computer Programming",4.5,Mixed , Course , 1 - 3 Months,1200,https://www.coursera.org/courses/data-science-capstone,"1,210,000"
Introduction to Networking and Storage,IBM," Computer Networking, Cloud Storage, Networking Hardware, Cloud Computing, Network Architecture",4.7,Beginner , Course , 1 - 3 Months,311,https://www.coursera.org/courses/introduction-to-networking-and-storage,"1,920,000"
Networking Fundamentals,"Akamai Technologies, Inc."," Network Architecture, Network Security",5,Beginner , Course , 1 - 3 Months,11,https://www.coursera.org/courses/networking-fundamentals,"1,800,000"
Computer Communications,University of Colorado System," Computer Networking, Network Model, Network Security, Network Architecture, Networking Hardware, Communication, Computer Architecture, Network Analysis, Theoretical Computer Science, Account Management, Software-Defined Networking, Leadership and Management, Back-End Web Development, Computer Graphics, Internet Of Things, Operational Analysis, Scrum (Software Development), Visualization (Computer Graphics), Accounts Payable and Receivable, Algorithms, Organizational Development",4.6,Intermediate , Specialization , 3 - 6 Months,3100,https://www.coursera.org/specializations/computer-communications,"929,000"
Network Automation Engineering Fundamentals,Cisco Learning and Certifications," DevOps, Python Programming",4.5,Beginner , Specialization , 3 - 6 Months,34,https://www.coursera.org/specializations/network-automation-engineering-fundamentals,"1,490,000"
Akamai Network Engineering,"Akamai Technologies, Inc."," Computer Security Incident Management, Mobile Security, Network Architecture, Network Security, Risk Management",4.9,Beginner , Professional Certificate , 3 - 6 Months,35,https://www.coursera.org/professional-certificates/akamai-network-engineering,"839,000"
Cybersecurity Operations Fundamentals,Cisco Learning and Certifications," Network Security, Operations Management",4.7,Beginner , Specialization , 3 - 6 Months,173,https://www.coursera.org/specializations/cybersecurity-operations-fundamentals,"1,740,000"
Create a Profile and Network on LinkedIn,Coursera Project Network," Communication, Professional Development",4.7,Beginner , Guided Project , Less Than 2 Hours,712,https://www.coursera.org/guided-projects/create-a-profile-and-network-on-linkedin,"1,560,000"
Introduction to TCP/IP,Yonsei University," Computer Networking, Computer Security Models, Network Architecture, Network Model, Network Security, Network Analysis, Networking Hardware, System Security, Communication, Security Engineering",4.6,Beginner , Course , 1 - 3 Months,2600,https://www.coursera.org/courses/introduction-to-tcpip,"239,000"
Palo Alto Networks Cybersecurity,Palo Alto Networks," Network Security, Security Engineering, Computer Networking, System Security, Software Security, Network Architecture, Cloud Computing, Computer Security Models, Strategy and Operations, Computer Security Incident Management, Operations Management, Security Software, Cyberattacks, Network Model, Security Strategy, Software As A Service, Cloud Applications, Cloud Infrastructure, Leadership and Management, Networking Hardware, Strategy, Cloud Management, Cloud Standards, Cloud Clients, Software-Defined Networking",4.6,Beginner , Professional Certificate , 3 - 6 Months,422,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity,"129,000"
Get Started with Figma,Coursera Project Network," User Experience, Web Design",4.2,Beginner , Guided Project , Less Than 2 Hours,707,https://www.coursera.org/guided-projects/get-started-with-figma,"209,000"
Career Discovery,University System of Georgia," Leadership and Management, Communication, Planning, Writing",4.6,Beginner , Specialization , 3 - 6 Months,1600,https://www.coursera.org/specializations/career-discovery,"119,000"
Network Defense Essentials (NDE),EC-Council," Security Engineering, Network Security, System Security, Software Security, Cloud Computing, Security Software, Internet Of Things, Kubernetes, Mobile Security, Network Architecture, Computer Networking",4.5,Beginner , Course , 1 - 3 Months,52,https://www.coursera.org/courses/network-defense-essentials-nde,"869,000"
Introduction to CRM with HubSpot,Coursera Project Network," Customer Relationship Management, Marketing, Data Management, Leadership and Management",4.7,Beginner , Guided Project , Less Than 2 Hours,668,https://www.coursera.org/guided-projects/introduction-to-crm-with-hubspot,"1,230,000"
Networks and Communications Security,ISC2," Network Security, Communication",4.7,Beginner , Course , 1 - 3 Months,254,https://www.coursera.org/courses/networks-and-communications-security,"359,000"
Neural Network from Scratch in TensorFlow,Coursera Project Network," Artificial Neural Networks, Deep Learning, Machine Learning, Data Science, Tensorflow",4.5,Intermediate , Guided Project , Less Than 2 Hours,276,https://www.coursera.org/guided-projects/neural-network-from-scratch-in-tensorflow,"389,000"
IBM Business Intelligence (BI) Analyst,SkillUp EdTech," Data Management, Databases, SQL, Data Visualization, Database Administration, Database Application, Database Design, Microsoft Excel, Data Structures, Data Architecture, Database Theory, Spreadsheet Software, Data Model, Data Warehousing, Python Programming, Data Analysis, Data Analysis Software, NoSQL, PostgreSQL, Professional Development, Plot (Graphics), Business Analysis, Computational Thinking, Statistical Visualization, Data Mining, Data Science, Data Visualization Software, R Programming, Business Intelligence, Forecasting, Interactive Data Visualization, Statistical Analysis",4.7,Beginner , Professional Certificate , 3 - 6 Months,9800,https://www.coursera.org/professional-certificates/ibm-business-intelligence-bi-analyst,"929,000"
Google Cloud Database Engineer,Google Cloud," Databases, Cloud Computing, Google Cloud Platform, Data Management, Cloud Platforms, Database Administration, Database Application, SQL, Cloud Infrastructure, Cloud Storage, Data Analysis, Google App Engine, Kubernetes, PostgreSQL",4.7,Intermediate , Specialization , 3 - 6 Months,48000,https://www.coursera.org/specializations/google-cloud-database-engineer,"149,000"
Preparing for Google Cloud Certification: Cloud DevOps Engineer,Google Cloud," DevOps, Communication, Leadership and Management, Collaboration, Design and Product, Entrepreneurship, Product Development, Product Management, Strategy and Operations, Operations Management, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Culture, Docker (Software), Google App Engine, Google Cloud Platform, Kubernetes",4.7,Beginner , Professional Certificate , 3 - 6 Months,53000,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-certification-cloud-devops-engineer,"199,000"
AI for Medicine,DeepLearning.AI," Machine Learning, Machine Learning Algorithms, Deep Learning, Python Programming, Artificial Neural Networks, Statistical Programming, Probability & Statistics",4.7,Intermediate , Specialization , 1 - 3 Months,2300,https://www.coursera.org/specializations/ai-for-medicine,"1,560,000"
TensorFlow: Advanced Techniques,DeepLearning.AI," Deep Learning, Machine Learning, Tensorflow, Artificial Neural Networks, Applied Machine Learning, Python Programming, Machine Learning Algorithms, Human Learning, Computer Vision, Computer Programming, Network Model, Machine Learning Software, Network Architecture, Training, Visualization (Computer Graphics), Computer Graphic Techniques, Strategy",4.8,Intermediate , Specialization , 3 - 6 Months,1400,https://www.coursera.org/specializations/tensorflow-advanced-techniques,"819,000"
Google Cloud Fundamentals: Core Infrastructure,Google Cloud," Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Google App Engine, Google Cloud Platform, Kubernetes",4.7,Beginner , Course , 1 - 3 Months,48000,https://www.coursera.org/courses/google-cloud-fundamentals-core-infrastructure,"1,500,000"
Introduction to Cloud Computing,IBM," Cloud Computing, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, DevOps, IBM Cloud",4.6,Beginner , Course , 1 - 3 Months,5000,https://www.coursera.org/courses/introduction-to-cloud-computing,"1,690,000"
Configuration Management and the Cloud,Google," Cloud Computing, Cloud Platforms, Google Cloud Platform, Leadership and Management",4.7,Beginner , Course , 1 - 4 Weeks,2400,https://www.coursera.org/courses/configuration-management-and-the-cloud,"1,650,000"
Introduction to Microsoft Azure Cloud Services,Microsoft," Cloud Applications, Cloud Computing, Cloud Infrastructure, Microsoft Azure, Cloud Management, Cloud Platforms, Cloud Standards, Cloud-Based Integration, Software As A Service, Cloud Storage, Databases",4.6,Beginner , Course , 1 - 4 Weeks,1900,https://www.coursera.org/courses/introduction-to-microsoft-azure-cloud-services,"279,000"
AWS Cloud Practitioner Essentials,Amazon Web Services," Amazon Web Services, Cloud Computing",4.8,Beginner , Course , 1 - 3 Months,1500,https://www.coursera.org/courses/aws-cloud-practitioner-essentials,"779,000"
Cloud Computing Basics (Cloud 101),LearnQuest," Cloud Computing, Cloud Platforms, Software As A Service, Cloud Storage, Google Cloud Platform, Internet Of Things, Microsoft Azure",4.5,Beginner , Course , 1 - 3 Months,6400,https://www.coursera.org/courses/cloud-computing-basics-cloud-101,"1,750,000"
Digital Transformation Using AI/ML with Google Cloud,Google Cloud," Cloud Computing, Google Cloud Platform, Business Transformation, Business Analysis, Data Management, Cloud Applications, Cloud Clients, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Data Analysis, Kubernetes, Machine Learning, Other Cloud Platforms and Tools, Applied Machine Learning, Human Learning, Innovation, Machine Learning Software, Strategy, Strategy and Operations, Customer Analysis, Machine Learning Algorithms, Cloud API, Google App Engine, Business Intelligence, Organizational Development, Algorithms, Leadership and Management, Data Architecture",4.7,Beginner , Specialization , 3 - 6 Months,6800,https://www.coursera.org/specializations/digital-transformation-using-aiml-with-google-cloud,"1,420,000"
Cloud-Native Development with OpenShift and Kubernetes,Red Hat," Cloud Applications, Kubernetes, Cloud Computing, Cloud Platforms",4.7,Intermediate , Specialization , 3 - 6 Months,114,https://www.coursera.org/specializations/cloudnative-development-with-openshift-and-kubernetes,"529,000"
Essential Google Cloud Infrastructure: Foundation,Google Cloud," Cloud Applications, Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Platforms, Cloud-Based Integration, Computer Networking, Computer Programming, Google Cloud Platform, Network Architecture",4.7,Intermediate , Course , 1 - 4 Weeks,17000,https://www.coursera.org/courses/essential-google-cloud-infrastructure-foundation,"1,670,000"
Moving to the Cloud,The University of Melbourne," Cloud Computing, Leadership and Management, Strategy and Operations, Change Management, Cloud Clients, Strategy, Cloud Infrastructure, Cloud Management, Cloud Standards",4.5,Beginner , Course , 1 - 3 Months,227,https://www.coursera.org/courses/moving-to-the-cloud,"1,170,000"
Google Cloud Digital Leader Training,Google Cloud," Cloud Computing, Cloud Infrastructure, Google Cloud Platform, Cloud Management, Cloud Platforms, Cloud Applications, Cloud-Based Integration, Cloud Clients, Kubernetes, Other Cloud Platforms and Tools, Cloud API, Data Management, DevOps, System Security, Data Architecture, Google App Engine, Collaboration, Innovation, Leadership and Management, Operations Management, Security Engineering, Machine Learning",4.8,Beginner , Professional Certificate , 3 - 6 Months,3800,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training,"1,860,000"
Internet of Things and AI Cloud,University of California San Diego," Computer Networking, Internet Of Things, Communication, Computer Vision, Software-Defined Networking, Computer Programming, Cloud Computing, Python Programming",4.2,Intermediate , Specialization , 3 - 6 Months,1700,https://www.coursera.org/specializations/internet-of-things-and-ai-cloud,"1,160,000"
Create a Virtual Private Cloud (VPC) Using AWS,Coursera Project Network, Cloud Computing,4.4,Beginner , Guided Project , Less Than 2 Hours,126,https://www.coursera.org/guided-projects/create-a-virtual-private-cloud-vpc-using-aws,"1,660,000"
Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud," Cloud Applications, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Google App Engine, Google Cloud Platform, Java Programming, Kubernetes",4.3,Intermediate , Course , 1 - 4 Weeks,1200,https://www.coursera.org/courses/building-scalable-java-microservices-with-spring-boot-and-spring-cloud,"539,000"
Preparing for your Professional Cloud Architect Journey,Google Cloud," Google Cloud Platform, Cloud Computing, Cloud Engineering, Critical Thinking, Cloud Applications, Cloud Platforms, Computer Security Models, Devops Tools, Operational Analysis, Software Testing",4.7,Advanced , Course , 1 - 3 Months,1300,https://www.coursera.org/courses/preparing-for-your-professional-cloud-architect-journey,"1,180,000"
Getting started with Google Workspace,Google Cloud," Collaboration, Communication, Google Cloud Platform, Cloud Applications, User Experience, Cloud Platforms, Leadership and Management, Cloud Computing, Business Communication, Organizational Development, Google App Engine, Cloud Storage, Data Management, Planning, Problem Solving, Business Analysis, Spreadsheet Software, Business Process Management, Data Visualization, Other Cloud Platforms and Tools, Project Management, Writing, Professional Development, Data Analysis, Strategy, Exploratory Data Analysis, Design and Product, Visual Design, Graphic Design",4.7,Beginner , Specialization , 3 - 6 Months,1400,https://www.coursera.org/specializations/getting-started-with-google-workspace,"269,000"
Starting Your Career with AWS Cloud,Amazon Web Services, Cloud Computing,4.8,Beginner , Specialization , 1 - 3 Months,47,https://www.coursera.org/specializations/starting-your-career-with-aws-cloud,"499,000"
Managing Cloud-native Applications with Kubernetes,Red Hat," Cloud Applications, Kubernetes, Cloud Computing, Cloud Platforms",4.8,Intermediate , Course , 1 - 4 Weeks,35,https://www.coursera.org/courses/managing-cloudnative-applications-with-kubernetes,"879,000"
Fundamentals of Cloud Computing,LearnQuest," Security Engineering, Network Security, Cloud Computing",4.3,Mixed , Course , 1 - 4 Weeks,21,https://www.coursera.org/courses/fundamentals-of-cloud-computing,"109,000"
Exam Prep: AWS Certified Cloud Practitioner Foundations,Amazon Web Services, Cloud Computing,4.5,Beginner , Course , 1 - 4 Weeks,56,https://www.coursera.org/courses/exam-prep-aws-certified-cloud-practitioner-foundations,"139,000"
Introduction to SQL for BigQuery and Cloud SQL,Google Cloud," Cloud Computing, SQL",4.6,Beginner , Project , Less Than 2 Hours,70,https://www.coursera.org/projects/introduction-to-sql-for-bigquery-and-cloud-sql,"1,140,000"
Google Cloud Product Fundamentals en Español,Google Cloud," Google Cloud Platform, Cloud Computing, Planning",4.7,Beginner , Course , 1 - 3 Months,59,https://www.coursera.org/courses/google-cloud-product-fundamentals-en-espaol,"949,000"
"App Deployment, Debugging, and Performance",Google Cloud," Cloud Computing, Cloud Platforms, Google Cloud Platform",4.6,Intermediate , Course , 1 - 3 Months,1200,https://www.coursera.org/courses/app-deployment-debugging-and-performance,"119,000"
Understanding Google Cloud Security and Operations,Google Cloud," Cloud Computing, Cloud Infrastructure, Cloud Management, Google Cloud Platform, Cloud Applications, Collaboration, Leadership and Management, Operations Management, Security Engineering, System Security, DevOps",4.8,Beginner , Course , 1 - 3 Months,595,https://www.coursera.org/courses/understanding-google-cloud-security-and-operations,"329,000"
Foundations of Red Hat Cloud-native Development,Red Hat," Cloud Applications, Cloud Computing, Kubernetes, Cloud Platforms",4.7,Intermediate , Course , 1 - 4 Weeks,86,https://www.coursera.org/courses/foundations-of-red-hat-cloudnative-development,"1,860,000"
Essential Cloud Infrastructure: Core Services 日本語版,Google Cloud," Cloud Computing, Google Cloud Platform",4.5,Intermediate , Course , 1 - 3 Months,165,https://www.coursera.org/courses/essential-cloud-infrastructure-core-services,"1,760,000"
Elastic Cloud Infrastructure: Scaling and Automation em Português Brasileiro,Google Cloud," Cloud Computing, Google Cloud Platform",4.7,Intermediate , Course , 1 - 3 Months,122,https://www.coursera.org/courses/elastic-cloud-infrastructure-scaling-and-automation-em-portugus-brasileiro,"1,760,000"
Innovating with Data and Google Cloud,Google Cloud," Cloud Computing, Data Management, Machine Learning, Cloud Platforms, Google Cloud Platform",4.8,Beginner , Course , 1 - 3 Months,735,https://www.coursera.org/courses/innovating-with-data-and-google-cloud,"339,000"
Mitigating Security Vulnerabilities on Google Cloud,Google Cloud," Cloud Computing, Cloud Platforms, Computer Security Models, Google Cloud Platform, Network Security, Security Engineering, Security Software, Security Strategy, Software Security, System Security",4.7,Intermediate , Course , 1 - 4 Weeks,709,https://www.coursera.org/courses/mitigating-security-vulnerabilities-on-google-cloud,"1,140,000"
Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud," Big Data, Cloud Computing, Cloud Platforms, Google Cloud Platform, Human Learning, Machine Learning",4.7,Beginner , Course , 1 - 3 Months,16000,https://www.coursera.org/courses/google-cloud-big-data-and-machine-learning-fundamentals,"1,100,000"
"Introduction to Containers w/ Docker, Kubernetes & OpenShift",IBM," Kubernetes, Docker (Software), Cloud Computing",4.4,Intermediate , Course , 1 - 3 Months,676,https://www.coursera.org/courses/introduction-to-containers-w-docker-kubernetes--openshift,"619,000"
Reliable Cloud Infrastructure: Design and Process 日本語版,Google Cloud," Cloud Computing, Google Cloud Platform, Cloud Platforms, Computer Architecture, Cloud Infrastructure, Computer Networking, Cloud Management, Docker (Software), Network Architecture",4.6,Intermediate , Course , 1 - 3 Months,80,https://www.coursera.org/courses/reliable-cloud-infrastructure-design-and-process,"979,000"
Getting Started with Terraform for Google Cloud,Google Cloud," Cloud Infrastructure, DevOps, Cloud Computing, Cloud Management, Cloud Platforms, Google Cloud Platform",4.6,Beginner , Course , 1 - 3 Months,30,https://www.coursera.org/courses/getting-started-with-terraform-for-google-cloud,"199,000"
API Security on Google Cloud's Apigee API Platform,Google Cloud, Cloud Computing,4.6,Beginner , Course , 1 - 4 Weeks,812,https://www.coursera.org/courses/api-security-on-google-clouds-apigee-api-platform,"109,000"
"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",University of Illinois at Urbana-Champaign," Cloud Applications, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Software As A Service, Amazon Web Services, Cloud-Based Integration, Distributed Computing Architecture, Software Architecture",4.3,Intermediate , Course , 1 - 3 Months,819,https://www.coursera.org/courses/cloud-computing-applications-part-1-cloud-systems-and-infrastructure,"439,000"
Google Cloud Fundamentals: Core Infrastructure dalam bahasa Indonesia,Google Cloud," Data Management, Databases, Computer Networking, Data Analysis Software, Cloud Computing, Computer Architecture, Network Security, Security Engineering, Business Analysis, Cloud Platforms, Communication, Cloud Storage, Google Cloud Platform, Google App Engine",4.9,Beginner , Course , 1 - 3 Months,606,https://www.coursera.org/courses/google-cloud-fundamentals-core-infrastructure-dalam-bahasa-indonesia,"1,480,000"
API Development on Google Cloud's Apigee API Platform,Google Cloud," Computer Programming, Google Cloud Platform, Computer Programming Tools, Software Engineering, Cloud API, Cloud Applications, Software Architecture, Software Engineering Tools, Cloud Computing, Leadership and Management",4.6,Beginner , Course , 1 - 3 Months,1000,https://www.coursera.org/courses/api-development-on-google-clouds-apigee-api-platform,"1,650,000"
Reliable Cloud Infrastructure: Design and Process em Português Brasileiro,Google Cloud," Cloud Computing, Computer Architecture, Google Cloud Platform, Cloud Platforms, Software Architecture, Web Development, Cloud Load Balancing, Cloud Storage, DevOps, Full-Stack Web Development",4.7,Intermediate , Course , 1 - 3 Months,127,https://www.coursera.org/courses/reliable-cloud-infrastructure-design-and-process-em-portugus-brasileiro,"239,000"
Getting Started With Application Development,Google Cloud," Application Development, Cloud Computing, Cloud Platforms, Cloud Storage, Google Cloud Platform",4.5,Intermediate , Course , 1 - 3 Months,2100,https://www.coursera.org/courses/getting-started-with-application-development,"1,570,000"
Elastic Cloud Infrastructure: Scaling and Automation 日本語版,Google Cloud," Cloud Computing, Google Cloud Platform",4.5,Intermediate , Course , 1 - 3 Months,108,https://www.coursera.org/courses/elastic-cloud-infrastructure-scaling-and-automation,"1,510,000"
Organizational Change and Culture for Adopting Google Cloud,Google Cloud," Cloud Computing, Leadership and Management, Strategy and Operations, Business Transformation, DevOps, Innovation, Cloud-Based Integration, Collaboration, Google Cloud Platform, Strategy, Cloud Platforms, Communication, Product Development, Business Analysis, Change Management, Cloud Applications, Cloud Clients, Cloud Infrastructure, Design and Product, Kubernetes, Organizational Development, Other Cloud Platforms and Tools, Business Intelligence, Customer Analysis, Data Analysis, Entrepreneurship, Product Management, Cloud API, Google App Engine, Operations Management, Culture",4.7,Beginner , Specialization , 3 - 6 Months,3500,https://www.coursera.org/specializations/organizational-change-and-culture-for-adopting-google-cloud,"1,810,000"
Logging and Monitoring in Google Cloud,Google Cloud," Cloud Computing, DevOps, Leadership and Management",4.7,Beginner , Course , 1 - 3 Months,192,https://www.coursera.org/courses/logging-and-monitoring-in-google-cloud,"1,790,000"
Modernizing Data Lakes and Data Warehouses with Google Cloud,Google Cloud," Cloud Computing, Cloud Platforms, Cloud Storage, Data Architecture, Data Management, Data Warehousing, Databases, Google Cloud Platform, SQL, Warehouse Management",4.7,Intermediate , Course , 1 - 3 Months,2800,https://www.coursera.org/courses/modernizing-data-lakes-and-data-warehouses-with-google-cloud,"1,660,000"
Google Cloud Fundamentals: Core Infrastructure en Français,Google Cloud," Business Analysis, Cloud Computing, Data Analysis, Databases, Decision Making, Design and Product, Leadership and Management, Network Security, Security Engineering, Strategy, Google Cloud Platform",4.7,Beginner , Course , 1 - 3 Months,75,https://www.coursera.org/courses/google-cloud-fundamentals-core-infrastructure-en-franais,"1,770,000"
Cloud Networking,University of Illinois at Urbana-Champaign," Cloud Computing, Computer Networking, Cloud Infrastructure, Network Architecture, Software-Defined Networking, Network Analysis, Computer Programming, Python Programming",4.4,Mixed , Course , 1 - 3 Months,300,https://www.coursera.org/courses/cloud-networking,"229,000"
Essential Cloud Infrastructure: Core Services em Português Brasileiro,Google Cloud," Cloud Computing, Google Cloud Platform",4.7,Intermediate , Course , 1 - 3 Months,146,https://www.coursera.org/courses/essential-cloud-infrastructure-core-services-em-portugus-brasileiro,"269,000"
Cloud Systems Software,Georgia Institute of Technology, Cloud Computing,4.6,Mixed , Course , 1 - 3 Months,77,https://www.coursera.org/courses/cloud-systems-software,"479,000"
Alibaba Cloud Computing,Alibaba Cloud Academy," Cloud Computing, Security Engineering, System Security, Network Security, Security Software, Software Security, Big Data",4.6,Beginner , Specialization , 3 - 6 Months,120,https://www.coursera.org/specializations/alibaba-cloud-computing,"849,000"
Spring - Cloud Overview,LearnQuest," Cloud Computing, Cloud Load Balancing, Software Architecture, Software Framework, Web Development",4.3,Intermediate , Course , 1 - 4 Weeks,46,https://www.coursera.org/courses/spring--cloud-overview,"1,340,000"
Infrastructure and Application Modernization with Google Cloud,Google Cloud," Cloud Applications, Cloud Clients, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Google Cloud Platform, Kubernetes, Other Cloud Platforms and Tools, Cloud API, Google App Engine",4.7,Beginner , Course , 1 - 3 Months,1500,https://www.coursera.org/courses/infrastructure-and-application-modernization-with-google-cloud,"569,000"
Elastic Cloud Infrastructure: Scaling and Automation en Español,Google Cloud," Cloud Computing, Cloud Infrastructure",4.9,Intermediate , Course , 1 - 3 Months,162,https://www.coursera.org/courses/elastic-cloud-infrastructure-scaling-and-automation-en-espaol,"1,230,000"
Developing Cloud Native Applications,IBM," Cloud Applications, Cloud Computing, IBM Cloud, Cloud API, Cloud Infrastructure, Cloud Management, Cloud Platforms, Continuous Integration, DevOps, Continuous Delivery, Software As A Service, Web Development Tools, NoSQL",4.1,Intermediate , Course , 1 - 3 Months,261,https://www.coursera.org/courses/developing-cloud-native-applications,"1,350,000"
Developing Applications with Google Cloud 日本語版,Google Cloud," Google Cloud Platform, Cloud Platforms, Databases, Cloud Computing, Cloud API, Cloud Applications, Data Management, Cloud Storage, Computer Architecture, Computer Networking, Business Analysis, Data Analysis, Data Architecture, Kubernetes, Application Development",4.5,Intermediate , Specialization , 3 - 6 Months,731,https://www.coursera.org/specializations/developing-applications-with-google-cloud,"479,000"
Applying Machine Learning to your Data with Google Cloud,Google Cloud," Applied Machine Learning, Big Data, Cloud Computing, Data Analysis, Google Cloud Platform, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, SQL",4.7,Beginner , Course , 1 - 3 Months,1100,https://www.coursera.org/courses/applying-machine-learning-to-your-data-with-google-cloud,"1,510,000"
Serverless Data Processing with Dataflow,Google Cloud," Google Cloud Platform, Cloud Computing, Cloud Platforms, Apache, Extract, Transform, Load, Cloud Engineering, Computer Architecture, Distributed Computing Architecture, Big Data, DevOps, Data Management",4.1,Intermediate , Specialization , 3 - 6 Months,98,https://www.coursera.org/specializations/serverless-data-processing-with-dataflow,"1,660,000"
Essential Cloud Infrastructure: Foundation - Français,Google Cloud, Google Cloud Platform,4.6,Intermediate , Course , 1 - 3 Months,15,https://www.coursera.org/courses/essential-cloud-infrastructure-foundation--franais,"389,000"
"Cloud Virtualization, Containers and APIs",Duke University," Cloud Computing, Continuous Delivery, Continuous Integration, DevOps, Devops Tools, Cloud Applications, Software Architecture, Software Engineering",4.4,Beginner , Course , 1 - 4 Weeks,90,https://www.coursera.org/courses/cloud-virtualization-containers-and-apis,"1,110,000"
Microsoft Azure for Data Engineering,Microsoft," Big Data, Cloud Computing, Cloud Platforms, Cloud Storage, Cloud-Based Integration, Data Architecture, Data Management, Data Warehousing, Databases, Microsoft Azure, Leadership and Management",4.5,Intermediate , Course , 1 - 4 Weeks,498,https://www.coursera.org/courses/microsoft-azure-for-data-engineering,"399,000"
Google Cloud Infrastructure for Azure Professionals,Google Cloud," Cloud Computing, Cloud Platforms, Google App Engine, Google Cloud Platform",4.6,Intermediate , Specialization , 1 - 3 Months,244,https://www.coursera.org/specializations/google-cloud-infrastructure-for-azure-professionals,"1,690,000"
Gmail,Google Cloud," Communication, User Experience, Google Cloud Platform, Leadership and Management, Business Communication, Business Process Management, Collaboration, Organizational Development, Problem Solving, Professional Development, Cloud Computing, Cloud Platforms",4.8,Beginner , Course , 1 - 3 Months,787,https://www.coursera.org/courses/gmail,"389,000"
Developing Cloud Apps with Node.js and React,IBM," Javascript, Computer Programming, Web Development, Cloud Computing, Computer Science, IBM Cloud, React (web framework)",4,Intermediate , Course , 1 - 3 Months,226,https://www.coursera.org/courses/developing-cloud-apps-with-nodejs-and-react,"309,000"
Essential Cloud Infrastructure: Foundation - Bahasa Indonesia,Google Cloud," Cloud Computing, Cloud Infrastructure, Google Cloud Platform",4.9,Intermediate , Course , 1 - 4 Weeks,370,https://www.coursera.org/courses/essential-cloud-infrastructure-foundation--bahasa-indonesia,"1,450,000"
Deploying SAP on Google Cloud,Google Cloud," Cloud Computing, Google Cloud Platform, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Computer Architecture, Computer Networking, Databases, Other Cloud Platforms and Tools, Software As A Service",4.6,Beginner , Course , 1 - 3 Months,170,https://www.coursera.org/courses/deploying-sap-on-google-cloud,"1,810,000"
Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en Español,Google Cloud," Strategy, Communication, Databases, Leadership and Management, Data Management, Business Analysis, Network Security, Cloud Computing, Database Administration, Market Analysis, Strategy and Operations, Media Strategy & Planning, Cloud Infrastructure, Cloud Platforms, Design and Product, Google Cloud Platform, Kubernetes, Google App Engine, Cloud Storage, Docker (Software)",4.8,Intermediate , Specialization , 3 - 6 Months,1400,https://www.coursera.org/specializations/preparing-for-google-cloud-certification-cloud-engineer-professional-certificate-en-espaol,"169,000"
TensorFlow on Google Cloud,Google Cloud," Applied Machine Learning, Deep Learning, Machine Learning, Tensorflow, Google Cloud Platform, Artificial Neural Networks, Human Learning, Machine Learning Software, Python Programming, Cloud Computing, Cloud Platforms",4.4,Intermediate , Course , 1 - 3 Months,2700,https://www.coursera.org/courses/tensorflow-on-google-cloud,"479,000"
